filing_uuid,general_issue_code
f47250ce-f617-4da5-a296-0476d71ad69a,TRA
c0096c61-d0a8-4090-816f-0e8b4baa4ae8,GOV
ed26eeec-597f-4cb5-b97e-628cb33aa4e6,BUD
0cdf1aab-94c4-4212-b106-53e8020b40e1,TAX
a0b162cc-c0e7-4d04-8f45-ccbc914b8ae1,TAX
2bd07d93-225a-4c29-9721-f1ae4cb3ffef,MMM
711862e2-c5d3-40eb-8435-74625b21607c,BNK
b2f78f6c-5d16-4248-939e-6861ca53b7f6,LAW
abcaaf1c-14d3-48d9-95eb-223da2f3e97c,MED
d1bf513e-6112-4b99-a733-095a8d868886,COM
cceaad55-c16c-468e-875d-60bb94410b41,CAW
6c6fe3cd-7c3c-4239-90f7-34bc9990f466,FOO
283fe6e5-dea4-49e5-86bb-06e709ef5be8,TAX
e543c1d0-3967-4e5e-972b-f67fa9bd5d12,TRD
d071f7a3-4602-44ae-952b-ac4b5aec1d20,TRD
150a48fe-e142-4ff2-a1c1-0ca754216ea6,TAX
f536d79f-e194-467e-9c79-4d462bd6a629,AVI
dbc0ec21-b52e-4d92-92e3-c6d3c439558b,TRA
ec42ad64-b4f5-4203-814a-aa0071b142d3,SMB
0e3f4ba3-d913-4ea5-88a8-36deb296800e,MMM
ddf91f22-3873-4a38-95bf-956c512f8bcc,ENV
79969be9-0bd6-4e70-99cb-848daac32bc3,TAX
90a504e6-50b5-48e5-866d-574f228b3d0b,TRA
51fb5cc1-39e8-4409-b486-d446b1449287,HCR
05e76c6d-d365-45dc-aa94-6d69e1a846bd,BUD
97c93c99-737e-49a5-81cc-aadc02c5d0a8,TAX
ae3c7080-441b-46eb-8712-e8abf9df2aab,FOO
5bcb63dc-0735-4faf-b4f2-45c9bc47d115,BUD
9feaf37d-860a-4008-9f31-be6d0fae7b0e,FOR
f2b60db2-3572-4632-be58-7cea1d4653b7,MMM
82aeb190-e3bd-47b8-a883-e147664de097,TRA
150d6ec7-5d09-4255-a05c-0264aac06df0,MED
78b7af1d-2318-4d7b-bf78-cdbb8a550cb1,TAX
2cc1b578-2768-42ce-8cab-6129ab43c77f,TEC
3b9ee934-2f50-45ca-87a7-f2c988d06684,ENV
5ae579ed-268a-4a95-b73c-0b6acafc846b,AGR
913a2372-8cd9-40a8-a667-faab3a22b461,HCR
55b9d698-ec92-43ce-8a92-e58b49f00937,RET
a9e6fab1-7594-4568-b009-1f0c6146d1b3,BNK
70b726cd-6705-468c-b640-65398ec09054,LAW
27757534-e5f1-44a6-8775-a8abc7832fc1,LAW
9afac2c8-c301-4099-a721-abfa1677e011,BUD
02ee3f32-b926-4b88-9b0a-99a34a2ffc39,HOM
da8d9c73-294e-4570-b0bc-c462e4b58ebe,TRD
b58d015b-db4e-461e-89d9-7dc6faf74217,HCR
1023b8cc-b732-468c-944c-c677eb6708ed,GAM
3d2c614e-c584-434a-9dfc-53225cda11ee,RET
3a3614df-82cd-4b30-bdd5-6d58165da140,SCI
904d7852-2595-4087-b414-e2ae1538398c,RET
03e6aa7e-1266-4fa5-9ee4-ee963246b458,BAN
9ef11dda-c1c3-4450-90f9-17740def691e,HCR
cb5cee8d-0a71-4b45-bad7-720f2a599828,TEC
aaa41816-9000-4b26-8288-9afbfea03688,RRR
129c8e28-fec7-4778-be03-968dea40ed83,RET
ae0777f7-90bb-4b3b-8cf7-708bb0a4feff,SCI
26b18013-3ddb-4452-92ed-2f205b218a6d,SCI
fb444b07-6a7c-4fff-ba45-09923faba00a,CHM
5605503e-c1aa-44ba-99c3-c720f6be1e98,ENG
196fada3-744e-4bb4-be6b-bcdea8b5e69b,GOV
d8d3b2b9-ac9c-47b1-920c-60e70c1d796b,BUD
4c5ec193-d9d2-4c55-b1a9-a7dd4275cca0,TOR
2469cc35-9fcb-4804-8a1e-73ba5b5109a6,HOM
ad010708-8fb0-40ac-9797-e4bdd26e858d,CAW
99902e00-babb-4495-b2b1-62a3bdeaa054,BUD
6ebb51b9-5e7d-41d2-a10b-af27793eef25,LBR
95b12c21-98e5-464d-8ddf-8d4a0cb0ee45,WEL
28b79578-1f47-4887-baa3-d144b9727028,TAX
3a8f09ab-d811-4586-bc4d-6016f90f2e20,TRA
e3dcf48f-9557-4de3-a9c9-70c225f58ddc,BUD
b2e56106-cc63-4c5b-a925-4efbaab9113f,BUD
668cc0f6-4667-43f5-8a08-6001712ee7f8,ENG
fe428b0d-84c2-42cc-98de-6ef3142c63c3,SCI
1bcb0dd9-75bd-4788-9eb9-310996c30816,TAX
07e55728-7ce3-4e56-8391-a74f251fbcff,HCR
29cbe52a-2122-45fe-8888-630529884570,CAW
17f0615f-8400-4014-a66b-481765719d33,HCR
d365a208-09bd-4659-a14e-3b1af36eb44f,CSP
c7369330-4f74-4743-ad52-ef7f527dc49b,AGR
c865eb60-f8fb-46ad-ab18-26621dd71b07,ENG
4d82a8c7-7d7e-42aa-a8e9-38f750fd3d0a,FIN
a28a323e-ab63-4a16-9d2a-e0ba8e4c48f6,TAX
4fdc81da-2578-41c7-b9d4-1d13003c32ac,SCI
c47ef928-9f5b-4506-a62a-2b0e30a5acb9,BUD
f0bcd983-252e-4d49-991d-e2de8c3b1180,AGR
aec1fe73-dd6e-49c7-9e83-0e0ca1f02584,EDU
a06da727-5045-4c2d-b305-de40a3e233ca,TEC
c82ac91f-021f-4226-9f67-36d596fbeaa5,RRR
181e8c76-57f4-44a9-a405-d5c41fa38771,TAX
88ce7606-81a0-43dd-9b71-df6655012684,ENG
6db280dd-ee51-4c76-9a60-b75b6fa8bd75,SCI
e9c69664-3cc9-4950-abbc-0522dd33b329,TAX
4ebf083f-29b0-4065-b454-9f60aa5c3713,IMM
a557cd8b-2542-489b-bac2-a3215bd2f8cf,TAX
a00d506f-8c4a-4ba0-81de-53f6455295c0,LBR
8ed47894-833c-4d3f-b347-fb456df0f338,BAN
096a9874-a964-4b99-804a-04f4762e0a56,BUD
3e21e6dd-1834-4bb9-8cf1-5e39dffc3897,RET
